,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1729,DBRUSDT,MOVEUSDT,0.0277,-3.56,-3.37,0.76045,25
1739,DOGEUSDT,COTIUSDT,0.0214,-3.65,-3.37,7.63003,25
1693,CYSUSDT,KAVAUSDT,0.02,-3.67,-3.37,7.4247,25
1024,BEATUSDT,ENAUSDT,0.0109,-3.87,-3.37,3.93802,25
1077,BIOUSDT,DOGEUSDT,0.0338,-3.48,-3.37,0.22245,25
3570,ONEUSDT,ORCAUSDT,0.0002,-4.91,-3.37,0.0026,25
1319,BTCUSDT-26JUN26,GMTUSDT,0.0007,-4.66,-3.37,6394587.18126,25
1064,BIGTIMEUSDT,SAPIENUSDT,0.0367,-3.45,-3.37,0.17827,25
1284,BTCUSDT-25SEP26,1000000MOGUSDT,0.0404,-3.42,-3.37,446843.30413,25
1101,BIOUSDT,SAFEUSDT,0.0325,-3.5,-3.37,0.20252,25
3843,ROAMUSDT,HOOKUSDT,0.0441,-3.38,-3.37,1.64577,25
2205,ERAUSDT,MIRAUSDT,0.015,-3.77,-3.37,1.6816,25
2209,ERAUSDT,PIEVERSEUSDT,0.0208,-3.66,-3.37,0.27123,25
2179,EPICUSDT,NEARUSDT,0.002,-4.36,-3.37,0.19517,25
2185,EPICUSDT,PENGUUSDT,0.0015,-4.44,-3.37,35.67247,25
603,ALTUSDT,IOTAUSDT,0.0047,-4.13,-3.37,0.11876,25
646,APEUSDT,MEUSDT,0.0056,-4.08,-3.37,0.84027,25
2405,FUSDT,ETHUSDT,0.0311,-3.52,-3.37,0.0,25
2407,FUSDT,ETHUSDT-25DEC26,0.006,-4.05,-3.37,0.0,25
3663,PIEVERSEUSDT,PONKEUSDT,0.0428,-3.4,-3.37,16.5739,25
2631,GPSUSDT,JSTUSDT,0.0219,-3.64,-3.37,0.16044,25
2635,GPSUSDT,KERNELUSDT,0.0198,-3.67,-3.37,0.0897,25
1596,COOKIEUSDT,CHRUSDT,0.0164,-3.74,-3.37,1.20447,25
3739,PROMPTUSDT,BTCUSDT-27MAR26,0.0367,-3.45,-3.37,0.0,25
1627,COOKIEUSDT,PYTHUSDT,0.0366,-3.45,-3.37,0.40845,25
3409,MLNUSDT,BNBUSDT,0.0003,-4.86,-3.37,0.00569,25
3414,MLNUSDT,BTCUSDT-25SEP26,0.0002,-4.92,-3.37,5e-05,25
1602,COOKIEUSDT,DYDXUSDT,0.0163,-3.74,-3.37,0.22115,25
347,AGIUSDT,ERAUSDT,0.0409,-3.41,-3.37,0.08549,25
3178,MAGMAUSDT,IOTAUSDT,0.0403,-3.42,-3.37,1.64059,25
3182,MAGMAUSDT,ORDERUSDT,0.0384,-3.44,-3.37,1.95819,25
2067,EDENUSDT,PROMUSDT,0.0088,-3.94,-3.37,0.03601,25
2072,EDENUSDT,QUSDT,0.009,-3.93,-3.37,3.16241,25
3833,ROAMUSDT,BREVUSDT,0.0364,-3.46,-3.37,0.26426,25
3841,ROAMUSDT,GMTUSDT,0.0376,-3.45,-3.37,3.12763,25
3587,ORBSUSDT,HBARUSDT,0.0426,-3.4,-3.37,0.10094,25
3945,SAPIENUSDT,SAFEUSDT,0.0186,-3.69,-3.37,0.7285,25
3897,SAGAUSDT,COMPUSDT,0.0267,-3.57,-3.37,0.00184,25
3908,SAGAUSDT,PROMUSDT,0.0133,-3.81,-3.37,0.03101,25
522,ALICEUSDT,CAMPUSDT,0.0,-6.02,-3.37,43.78396,25
2332,FFUSDT,PUMPBTCUSDT,0.0054,-4.08,-3.37,5.03225,25
3109,LINEAUSDT,1000BTTUSDT,0.0251,-3.59,-3.37,9.90348,25
146,AAVEUSDT,ALTUSDT,0.0397,-3.42,-3.37,14897.13829,25
151,AAVEUSDT,BIOUSDT,0.0087,-3.94,-3.37,5315.98273,25
1698,DASHUSDT,DYMUSDT,0.0012,-4.5,-3.37,927.04128,25
666,ARBUSDT,BATUSDT,0.0171,-3.72,-3.37,1.02664,25
3171,MAGMAUSDT,BLURUSDT,0.0362,-3.46,-3.37,5.3881,25
3651,PIEVERSEUSDT,LIGHTUSDT,0.035,-3.47,-3.37,2.80971,25
2786,ICPUSDT,1000000BABYDOGEUSDT,0.0253,-3.59,-3.37,6202.74864,25
2880,IPUSDT,AKEUSDT,0.0136,-3.8,-3.37,3733.9494,25
3742,PROMPTUSDT,GIGAUSDT,0.0071,-4.0,-3.37,20.81956,25
2623,GPSUSDT,HYPEUSDT,0.0218,-3.64,-3.37,0.00023,25
2513,GOATUSDT,ALTUSDT,0.0226,-3.63,-3.37,2.47185,25
310,AEVOUSDT,GASUSDT,0.0177,-3.71,-3.37,0.01629,25
1058,BICOUSDT,PUFFERUSDT,0.0316,-3.51,-3.37,0.72799,25
1060,BICOUSDT,RPLUSDT,0.0034,-4.22,-3.37,0.01155,25
3658,PIEVERSEUSDT,NEARUSDT,0.0302,-3.52,-3.37,0.38027,25
181,ACHUSDT,ONEUSDT,0.0459,-3.37,-3.37,2.828,25
188,ACTUSDT,BNBUSDT,0.0001,-5.19,-3.37,2e-05,25
1265,BTCUSDT-24APR26,DOGEUSDT,0.0326,-3.5,-3.37,744821.4533,25
2195,EPICUSDT,SANDUSDT,0.0039,-4.18,-3.37,3.12936,25
2103,ELSAUSDT,BTCUSDT-20MAR26,0.0112,-3.86,-3.37,0.0,25
2104,ELSAUSDT,BTCUSDT-24APR26,0.0108,-3.87,-3.37,0.0,25
2108,ELSAUSDT,BTCUSDT-29MAY26,0.0112,-3.86,-3.37,0.0,25
2109,ELSAUSDT,CAKEUSDT,0.0403,-3.42,-3.37,0.05176,25
2143,ENSUSDT,ONEUSDT,0.0392,-3.43,-3.37,2508.86849,25
2145,EPICUSDT,ACHUSDT,0.0389,-3.43,-3.37,37.82534,25
2118,ELSAUSDT,ICNTUSDT,0.0074,-3.99,-3.37,0.20074,25
2413,FUSDT,GMXUSDT,0.0396,-3.43,-3.37,0.00084,25
2415,FUSDT,ICNTUSDT,0.0318,-3.51,-3.37,0.0151,25
3083,LAUSDT,FORMUSDT,0.0022,-4.35,-3.37,0.84987,25
2420,FUSDT,MEWUSDT,0.0212,-3.65,-3.37,8.74433,25
1691,CYSUSDT,FILUSDT,0.0292,-3.54,-3.37,0.50136,25
1681,CVCUSDT,SAFEUSDT,0.003,-4.26,-3.37,0.28817,25
1683,CVXUSDT,KGENUSDT,0.0362,-3.46,-3.37,11.07386,25
2665,GPSUSDT,SKRUSDT,0.016,-3.74,-3.37,0.36602,25
73,1000FLOKIUSDT,RAREUSDT,0.03,-3.53,-3.37,1.84536,25
2944,IPUSDT,SOLAYERUSDT,0.0046,-4.13,-3.37,9.42494,25
1643,COTIUSDT,QNTUSDT,0.0161,-3.74,-3.37,0.00019,25
1610,COOKIEUSDT,IDUSDT,0.0093,-3.92,-3.37,0.46856,25
1617,COOKIEUSDT,MEMEUSDT,0.0168,-3.73,-3.37,32.96701,25
1590,COOKIEUSDT,BIGTIMEUSDT,0.0067,-4.02,-3.37,1.43057,25
1135,BOMEUSDT,ROSEUSDT,0.0223,-3.63,-3.37,0.03581,25
3018,KAITOUSDT,BREVUSDT,0.0304,-3.52,-3.37,2.71368,25
1181,BSVUSDT,HUMAUSDT,0.0358,-3.46,-3.37,867.5206,25
2850,IOTAUSDT,MANAUSDT,0.0007,-4.64,-3.37,0.69428,25
2847,IOTAUSDT,KNCUSDT,0.0399,-3.42,-3.37,0.47924,25
4006,SNXUSDT,RAREUSDT,0.0031,-4.24,-3.37,19.46466,25
2840,INUSDT,PROMPTUSDT,0.0061,-4.05,-3.37,1.61176,25
4022,SONICUSDT,1000000MOGUSDT,0.0141,-3.79,-3.37,0.26935,25
444,AKTUSDT,AWEUSDT,0.0457,-3.37,-3.37,8.40751,25
85,1000LUNCUSDT,MAGMAUSDT,0.0337,-3.49,-3.37,0.39645,25
1110,BLASTUSDT,GMTUSDT,0.0158,-3.75,-3.37,0.04472,25
3598,ORCAUSDT,HOLOUSDT,0.0097,-3.91,-3.37,15.71372,25
1207,BSVUSDT,ROAMUSDT,0.0404,-3.42,-3.37,426.08834,25
1082,BIOUSDT,EPICUSDT,0.0109,-3.87,-3.37,0.08142,25
1090,BIOUSDT,LINKUSDT,0.0158,-3.75,-3.37,0.00231,25
2169,EPICUSDT,LINEAUSDT,0.0162,-3.74,-3.37,78.67024,25
2129,ELSAUSDT,REDUSDT,0.0248,-3.6,-3.37,0.57123,25
1694,CYSUSDT,NIGHTUSDT,0.0434,-3.39,-3.37,8.88119,25
3496,MOVEUSDT,LTCUSDT,0.0326,-3.5,-3.37,0.00038,25
785,ATHUSDT,ETHBTCUSDT,0.019,-3.69,-3.37,0.20457,25
3472,MLNUSDT,SAPIENUSDT,0.0001,-5.06,-3.37,48.57589,25
3480,MOCAUSDT,ONEUSDT,0.0437,-3.39,-3.37,5.99186,25
1449,CAMPUSDT,REDUSDT,0.0023,-4.33,-3.37,0.02135,25
817,ATOMUSDT,HYPEUSDT,0.024,-3.61,-3.37,0.04968,25
774,ATHUSDT,CELOUSDT,0.0166,-3.73,-3.37,0.07983,25
1877,DYMUSDT,HIVEUSDT,0.0003,-4.89,-3.37,0.56527,25
3792,RAYDIUMUSDT,CELOUSDT,0.0336,-3.49,-3.37,8.05598,25
1858,DYMUSDT,ANKRUSDT,0.0105,-3.88,-3.37,8.08375,25
1870,DYMUSDT,ETHBTCUSDT,0.0,-5.44,-3.37,1.20624,25
3723,POWRUSDT,ETHUSDT-26JUN26,0.001,-4.56,-3.37,3e-05,25
1453,CAMPUSDT,SEIUSDT,0.0043,-4.15,-3.37,0.04177,25
1469,CCUSDT,METUSDT,0.026,-3.58,-3.37,0.91794,25
1476,CELOUSDT,DASHUSDT,0.0036,-4.21,-3.37,0.00229,25
15,1000000MOGUSDT,BRETTUSDT,0.0084,-3.95,-3.37,21.60793,25
2839,INUSDT,GIGAUSDT,0.0409,-3.41,-3.37,33.55385,24
3047,KNCUSDT,RAYDIUMUSDT,0.0413,-3.41,-3.37,0.21808,24
3045,KNCUSDT,PENGUUSDT,0.0174,-3.72,-3.37,18.20533,24
3076,LAUSDT,CLANKERUSDT,0.005,-4.11,-3.37,0.0085,24
182,ACHUSDT,RAYDIUMUSDT,0.0461,-3.37,-3.37,0.01129,24
3660,PIEVERSEUSDT,ONDOUSDT,0.028,-3.55,-3.37,1.92936,24
304,AEVOUSDT,CVCUSDT,0.0004,-4.81,-3.37,0.84272,24
2881,IPUSDT,ALLOUSDT,0.0302,-3.53,-3.37,6.31173,24
2868,IOUSDT,RPLUSDT,0.0112,-3.86,-3.37,0.0577,24
3672,PIEVERSEUSDT,SANDUSDT,0.0301,-3.53,-3.37,6.09582,24
1276,BTCUSDT-24APR26,MIRAUSDT,0.005,-4.11,-3.37,866869.16552,24
1318,BTCUSDT-26JUN26,GASUSDT,0.0164,-3.74,-3.37,45714.4415,24
3568,ONEUSDT,NEWTUSDT,0.0274,-3.56,-3.37,0.03625,24
191,ACTUSDT,INJUSDT,0.0122,-3.83,-3.37,0.0045,24
3586,ORBSUSDT,FLUXUSDT,0.0433,-3.39,-3.37,0.16843,24
3577,ONEUSDT,SONICUSDT,0.014,-3.79,-3.37,0.05605,24
1051,BERAUSDT,PUFFERUSDT,0.0162,-3.74,-3.37,19.4352,24
2064,EDENUSDT,PONKEUSDT,0.0129,-3.82,-3.37,1.26949,24
631,ANIMEUSDT,MUSDT,0.0,-5.58,-3.37,0.00318,24
2082,EDENUSDT,SEIUSDT,0.0078,-3.97,-3.37,0.59519,24
2081,EDENUSDT,SAPIENUSDT,0.0087,-3.94,-3.37,0.50964,24
2079,EDENUSDT,SAFEUSDT,0.0084,-3.95,-3.37,0.37117,24
2073,EDENUSDT,RAYDIUMUSDT,0.0098,-3.9,-3.37,0.0638,24
3174,MAGMAUSDT,CRVUSDT,0.0451,-3.38,-3.37,0.43755,24
3169,MAGMAUSDT,ASTRUSDT,0.0094,-3.92,-3.37,13.86902,24
2115,ELSAUSDT,GALAUSDT,0.024,-3.61,-3.37,21.24432,24
2090,EDENUSDT,SONICUSDT,0.0085,-3.95,-3.37,0.8955,24
667,ARBUSDT,DYDXUSDT,0.0283,-3.55,-3.37,1.15579,24
437,AKTUSDT,ANKRUSDT,0.0194,-3.68,-3.37,98.89276,24
435,AKTUSDT,AGIUSDT,0.0072,-4.0,-3.37,36.96709,24
234,AERGOUSDT,FLOCKUSDT,0.0001,-5.25,-3.37,0.96581,24
3183,MAGMAUSDT,PARTIUSDT,0.0027,-4.29,-3.37,1.25082,24
2144,ENSUSDT,ONTUSDT,0.0322,-3.5,-3.37,146.47487,24
567,ALTUSDT,ATHUSDT,0.0113,-3.86,-3.37,1.2523,24
595,ALTUSDT,ETHUSDT-27MAR26,0.012,-3.84,-3.37,0.0,24
2193,EPICUSDT,RPLUSDT,0.0167,-3.73,-3.37,0.13205,24
3875,RPLUSDT,NXPCUSDT,0.0264,-3.57,-3.37,7.00749,24
3871,RPLUSDT,GALAUSDT,0.0367,-3.45,-3.37,573.60543,24
2048,EDENUSDT,NXPCUSDT,0.0108,-3.87,-3.37,0.13823,24
2047,EDENUSDT,NILUSDT,0.0095,-3.91,-3.37,0.76814,24
2042,EDENUSDT,MTLUSDT,0.0115,-3.85,-3.37,0.13976,24
217,AERGOUSDT,ARCUSDT,0.0068,-4.02,-3.37,1.25739,24
687,ARCUSDT,HUSDT,0.0253,-3.59,-3.37,0.33904,24
3192,MANAUSDT,MIRAUSDT,0.0223,-3.63,-3.37,1.1202,24
3185,MAGMAUSDT,POLUSDT,0.0389,-3.43,-3.37,1.08004,24
688,ARCUSDT,JUPUSDT,0.038,-3.44,-3.37,0.26285,24
2035,EDENUSDT,MEMEUSDT,0.0098,-3.9,-3.37,65.87415,24
3203,MANTAUSDT,BATUSDT,0.0154,-3.76,-3.37,0.70047,24
2065,EDENUSDT,POWRUSDT,0.0096,-3.91,-3.37,0.60776,24
1974,EDENUSDT,DYDXUSDT,0.0123,-3.83,-3.37,0.4419,24
1972,EDENUSDT,DOGUSDT,0.0085,-3.95,-3.37,49.00752,24
706,ARKUSDT,DYDXUSDT,0.0302,-3.53,-3.37,2.01262,24
581,ALTUSDT,CLANKERUSDT,0.0333,-3.49,-3.37,0.00028,24
3146,LSKUSDT,MANAUSDT,0.0392,-3.43,-3.37,1.43015,24
3262,MAVIAUSDT,BIOUSDT,0.0004,-4.8,-3.37,1.61204,24
3250,MAVIAUSDT,ANKRUSDT,0.0003,-4.83,-3.37,7.76173,24
423,AIXBTUSDT,COOKIEUSDT,0.021,-3.65,-3.37,1.33743,24
91,1000RATSUSDT,1000000BABYDOGEUSDT,0.0278,-3.55,-3.37,115.94413,24
2016,EDENUSDT,IOTAUSDT,0.0083,-3.96,-3.37,0.61049,24
2013,EDENUSDT,ICXUSDT,0.0058,-4.06,-3.37,1.05704,24
2003,EDENUSDT,GMXUSDT,0.0078,-3.97,-3.37,0.00596,24
3230,MANTAUSDT,SOLAYERUSDT,0.0255,-3.59,-3.37,0.83487,24
3220,MANTAUSDT,GMTUSDT,0.0142,-3.78,-3.37,6.2204,24
2031,EDENUSDT,MAGICUSDT,0.0039,-4.18,-3.37,0.60683,24
426,AIXBTUSDT,ILVUSDT,0.0086,-3.94,-3.37,0.00656,24
3287,MAVIAUSDT,INUSDT,0.0002,-4.92,-3.37,0.5089,24
1920,EDENUSDT,1INCHUSDT,0.0107,-3.87,-3.37,0.40087,24
1943,EDENUSDT,BATUSDT,0.0096,-3.91,-3.37,0.39243,24
3934,SAPIENUSDT,ETHBTCUSDT,0.014,-3.79,-3.37,2.58433,24
3926,SAPIENUSDT,BTCUSDT-26JUN26,0.0453,-3.37,-3.37,0.0,24
591,ALTUSDT,ETHUSDT-20MAR26,0.0123,-3.83,-3.37,0.0,24
590,ALTUSDT,ETHUSDT,0.0123,-3.83,-3.37,0.0,24
588,ALTUSDT,ESPORTSUSDT,0.0354,-3.47,-3.37,0.02452,24
2547,GOATUSDT,PROVEUSDT,0.0332,-3.49,-3.37,0.07039,24
2544,GOATUSDT,ORCAUSDT,0.0455,-3.37,-3.37,0.01997,24
2566,GPSUSDT,AERGOUSDT,0.0034,-4.22,-3.37,0.15573,24
2562,GODSUSDT,MUSDT,0.01,-3.9,-3.37,0.02383,24
745,ASTERUSDT,MIRAUSDT,0.0002,-5.0,-3.37,8.62446,24
744,ASTERUSDT,MASKUSDT,0.0167,-3.73,-3.37,1.5672,24
3278,MAVIAUSDT,ETHBTCUSDT,0.0003,-4.86,-3.37,1.15843,24
3271,MAVIAUSDT,CROUSDT,0.0003,-4.85,-3.37,0.44744,24
558,ALICEUSDT,SENTUSDT,0.0,-6.05,-3.37,5.48194,24
548,ALICEUSDT,NEWTUSDT,0.0,-6.75,-3.37,1.78208,24
784,ATHUSDT,ETCUSDT,0.0225,-3.63,-3.37,0.00072,24
2983,KAIAUSDT,AGLDUSDT,0.0367,-3.45,-3.37,0.22131,24
762,ASTRUSDT,ORDERUSDT,0.0018,-4.4,-3.37,0.14119,24
139,1INCHUSDT,PENGUUSDT,0.0025,-4.31,-3.37,13.28654,24
1923,EDENUSDT,AAVEUSDT,0.0101,-3.89,-3.37,0.00034,24
1918,EDENUSDT,1000LUNCUSDT,0.006,-4.05,-3.37,0.93739,24
1915,EDENUSDT,1000000MOGUSDT,0.0101,-3.89,-3.37,0.24126,24
1940,EDENUSDT,AUCTIONUSDT,0.0089,-3.93,-3.37,0.00816,24
723,ASTERUSDT,ASTRUSDT,0.0293,-3.54,-3.37,93.70951,24
750,ASTERUSDT,REDUSDT,0.0145,-3.78,-3.37,5.52529,24
1903,DYMUSDT,QTUMUSDT,0.0084,-3.95,-3.37,0.03961,24
3307,MAVIAUSDT,PUMPFUNUSDT,0.0004,-4.79,-3.37,16.92882,24
1938,EDENUSDT,ATOMUSDT,0.0109,-3.87,-3.37,0.02113,24
3295,MAVIAUSDT,MIRAUSDT,0.0004,-4.8,-3.37,0.41747,24
3127,LINKUSDT,ONEUSDT,0.0401,-3.42,-3.37,3766.58615,24
3888,RVNUSDT,LINKUSDT,0.0211,-3.65,-3.37,0.0006,24
1837,DYDXUSDT,LINKUSDT,0.0074,-3.99,-3.37,0.0096,24
1836,DYDXUSDT,LINEAUSDT,0.0342,-3.48,-3.37,26.58078,24
2603,GPSUSDT,DYMUSDT,0.0018,-4.39,-3.37,0.23762,24
2602,GPSUSDT,DUSKUSDT,0.0211,-3.65,-3.37,0.09299,24
3786,QUSDT,OGNUSDT,0.0275,-3.56,-3.37,0.51203,24
1820,DYDXUSDT,AZTECUSDT,0.0145,-3.78,-3.37,3.83268,24
1814,DUSKUSDT,PYTHUSDT,0.0051,-4.1,-3.37,1.90841,24
1839,DYDXUSDT,MASKUSDT,0.0234,-3.62,-3.37,0.19519,24
1864,DYMUSDT,CROUSDT,0.0019,-4.38,-3.37,0.46584,24
1857,DYDXUSDT,SOLUSDT,0.0145,-3.78,-3.37,0.001,24
3349,MEMEUSDT,PROVEUSDT,0.0215,-3.65,-3.37,0.00222,24
773,ATHUSDT,CAKEUSDT,0.001,-4.57,-3.37,0.00428,24
791,ATHUSDT,GMXUSDT,0.033,-3.49,-3.37,0.00092,24
135,1INCHUSDT,MASKUSDT,0.018,-3.71,-3.37,0.21518,24
2595,GPSUSDT,CHRUSDT,0.021,-3.65,-3.37,0.52352,24
3949,SAPIENUSDT,SOLUSDT,0.0448,-3.38,-3.37,0.00086,24
478,AKTUSDT,LIGHTUSDT,0.0362,-3.46,-3.37,2.41201,24
2458,GIGAUSDT,SAFEUSDT,0.0382,-3.44,-3.37,0.01911,24
2457,GIGAUSDT,RLCUSDT,0.0062,-4.05,-3.37,0.00496,24
2456,GIGAUSDT,RAYDIUMUSDT,0.0351,-3.47,-3.37,0.00328,24
3031,KASUSDT,MUSDT,0.0006,-4.7,-3.37,0.02061,24
563,ALTUSDT,ACHUSDT,0.0123,-3.83,-3.37,1.09905,24
108,1000RATSUSDT,RPLUSDT,0.0403,-3.42,-3.37,0.02467,24
823,ATUSDT,BROCCOLIUSDT,0.0215,-3.64,-3.37,10.32788,24
849,AVAXUSDT,CVCUSDT,0.0275,-3.56,-3.37,321.81261,24
1793,DRIFTUSDT,SCRTUSDT,0.0416,-3.41,-3.37,1.03407,24
1789,DRIFTUSDT,MEUSDT,0.0088,-3.94,-3.37,0.71457,24
387,AIOZUSDT,ETHBTCUSDT,0.0002,-5.0,-3.37,2.23296,24
1809,DUSKUSDT,INXUSDT,0.0183,-3.7,-3.37,7.76614,24
1828,DYDXUSDT,DASHUSDT,0.0257,-3.58,-3.37,0.00266,24
3107,LDOUSDT,SOLUSDT,0.0378,-3.44,-3.37,0.0034,24
3125,LINKUSDT,MIRAUSDT,0.0131,-3.81,-3.37,111.92702,24
3896,SAGAUSDT,AWEUSDT,0.0373,-3.45,-3.37,0.64618,24
544,ALICEUSDT,MAGMAUSDT,0.0,-5.9,-3.37,1.14323,24
2630,GPSUSDT,JASMYUSDT,0.009,-3.93,-3.37,1.46638,24
60,1000FLOKIUSDT,DOGEUSDT,0.0333,-3.49,-3.37,0.31221,24
866,AVAXUSDT,PENGUUSDT,0.0083,-3.96,-3.37,1330.38967,24
857,AVAXUSDT,GMTUSDT,0.009,-3.93,-3.37,870.48798,24
3771,PUMPBTCUSDT,NOTUSDT,0.0438,-3.39,-3.37,36.64785,24
1706,DASHUSDT,MEUSDT,0.0004,-4.76,-3.37,286.34672,24
870,AVAXUSDT,REDUSDT,0.0237,-3.61,-3.37,75.95855,24
1752,DOGEUSDT,MASKUSDT,0.0299,-3.53,-3.37,0.21147,24
1765,DOGEUSDT,SANDUSDT,0.0243,-3.6,-3.37,1.14539,24
3370,MEUSDT,POPCATUSDT,0.0088,-3.94,-3.37,2.17035,24
1784,DOODUSDT,KMNOUSDT,0.0175,-3.72,-3.37,0.15108,24
1779,DOGUSDT,QNTUSDT,0.0117,-3.85,-3.37,1e-05,24
3389,MIRAUSDT,SOLUSDT,0.0155,-3.76,-3.37,0.00093,24
1650,COWUSDT,JASMYUSDT,0.0236,-3.61,-3.37,40.76701,24
2330,FFUSDT,ORDERUSDT,0.0,-5.84,-3.37,1.37437,24
2324,FFUSDT,MASKUSDT,0.0001,-5.25,-3.37,0.16274,24
2349,FLOCKUSDT,BTCUSDT-20MAR26,0.0149,-3.77,-3.37,0.0,24
3920,SAPIENUSDT,BIOUSDT,0.0303,-3.52,-3.37,3.59657,24
3114,LINEAUSDT,GIGAUSDT,0.0162,-3.74,-3.37,1.65318,24
3111,LINEAUSDT,ARKUSDT,0.0448,-3.38,-3.37,0.01868,24
2654,GPSUSDT,POLUSDT,0.0125,-3.83,-3.37,0.08744,24
2653,GPSUSDT,PLAYSOUTUSDT,0.026,-3.58,-3.37,0.24744,24
2650,GPSUSDT,ORDERUSDT,0.0066,-4.02,-3.37,0.15852,24
254,AERGOUSDT,PROMPTUSDT,0.0022,-4.34,-3.37,1.30332,24
252,AERGOUSDT,PIEVERSEUSDT,0.0109,-3.87,-3.37,0.10697,24
1660,CROUSDT,MIRAUSDT,0.0314,-3.51,-3.37,0.93312,24
1672,CVCUSDT,CARVUSDT,0.0094,-3.92,-3.37,0.52738,24
152,AAVEUSDT,DASHUSDT,0.0157,-3.75,-3.37,3.41451,24
1559,COAIUSDT,PIEVERSEUSDT,0.0329,-3.49,-3.37,0.61803,24
2440,GALAUSDT,QTUMUSDT,0.0172,-3.72,-3.37,0.00382,24
2940,IPUSDT,SAGAUSDT,0.0163,-3.74,-3.37,23.39272,24
3428,MLNUSDT,ERAUSDT,0.001,-4.55,-3.37,26.90852,24
71,1000FLOKIUSDT,MEUSDT,0.0005,-4.71,-3.37,0.2581,24
338,AEVOUSDT,SHELLUSDT,0.0047,-4.13,-3.37,0.82232,24
240,AERGOUSDT,IPUSDT,0.0329,-3.49,-3.37,0.06933,24
1574,COOKIEUSDT,0GUSDT,0.0355,-3.47,-3.37,0.03399,24
3407,MLNUSDT,B3USDT,0.0277,-3.56,-3.37,9740.58814,24
1635,COTIUSDT,CTCUSDT,0.0266,-3.57,-3.37,0.0796,24
1619,COOKIEUSDT,MLNUSDT,0.0155,-3.76,-3.37,0.00525,24
2952,JASMYUSDT,LPTUSDT,0.0056,-4.07,-3.37,0.00253,24
79,1000LUNCUSDT,BREVUSDT,0.0133,-3.81,-3.37,0.31413,24
74,1000FLOKIUSDT,RAYDIUMUSDT,0.0225,-3.63,-3.37,0.04883,24
2661,GPSUSDT,RAYDIUMUSDT,0.0124,-3.83,-3.37,0.01388,24
3400,MLNUSDT,ASTRUSDT,0.0015,-4.45,-3.37,491.66296,24
3090,LAUSDT,LSKUSDT,0.0034,-4.22,-3.37,1.7759,24
3910,SAGAUSDT,SHIB1000USDT,0.0244,-3.6,-3.37,5.73087,24
530,ALICEUSDT,FLRUSDT,0.0,-6.01,-3.37,13.65259,24
2353,FLOCKUSDT,BTCUSDT-29MAY26,0.014,-3.79,-3.37,0.0,24
2730,HIVEUSDT,MOVEUSDT,0.029,-3.54,-3.37,2.98823,24
1512,COAIUSDT,ASTERUSDT,0.0119,-3.84,-3.37,0.44433,24
1491,CETUSUSDT,NEARUSDT,0.0118,-3.84,-3.37,0.01304,24
929,BANUSDT,EIGENUSDT,0.0,-5.71,-3.37,0.6276,24
3966,SHIB1000USDT,FUSDT,0.0261,-3.58,-3.37,1.06246,24
3959,SHIB1000USDT,10000SATSUSDT,0.0134,-3.8,-3.37,48.69788,24
354,AGIUSDT,RLCUSDT,0.0269,-3.57,-3.37,0.02921,24
353,AGIUSDT,ORDERUSDT,0.0396,-3.42,-3.37,0.22059,24
3726,POWRUSDT,GLMUSDT,0.0204,-3.66,-3.37,0.49362,24
1532,COAIUSDT,FFUSDT,0.0185,-3.7,-3.37,4.27826,24
1531,COAIUSDT,ETHBTCUSDT,0.012,-3.84,-3.37,10.63396,24
1548,COAIUSDT,LSKUSDT,0.0395,-3.43,-3.37,2.39181,24
513,ALICEUSDT,AKEUSDT,0.0,-5.96,-3.37,570.31339,24
3096,LAUSDT,MYXUSDT,0.0037,-4.2,-3.37,0.69288,24
1000,BBUSDT,SANDUSDT,0.012,-3.84,-3.37,0.33342,24
1397,CAMPUSDT,ARCUSDT,0.0,-5.45,-3.37,0.06326,24
3540,NILUSDT,1000PEPEUSDT,0.0403,-3.42,-3.37,14.67848,24
2746,HNTUSDT,GMTUSDT,0.0409,-3.41,-3.37,105.46265,24
985,BBUSDT,LTCUSDT,0.0145,-3.78,-3.37,0.0005,24
1439,CAMPUSDT,MLNUSDT,0.0048,-4.12,-3.37,0.00074,24
3515,MUBARAKUSDT,EVAAUSDT,0.0374,-3.45,-3.37,0.02883,24
3716,POWRUSDT,CTCUSDT,0.0341,-3.48,-3.37,0.40779,24
3709,PORTALUSDT,EPICUSDT,0.0222,-3.63,-3.37,0.04721,24
2913,IPUSDT,JASMYUSDT,0.0002,-4.92,-3.37,135.78898,24
2904,IPUSDT,FORMUSDT,0.0117,-3.85,-3.37,2.85736,24
2750,HNTUSDT,SNTUSDT,0.0095,-3.91,-3.37,121.08295,24
2749,HNTUSDT,REDUSDT,0.0162,-3.74,-3.37,9.20289,24
1474,CELOUSDT,AGIUSDT,0.0254,-3.59,-3.37,6.41891,24
1049,BERAUSDT,DOODUSDT,0.0451,-3.38,-3.37,195.29039,24
1297,BTCUSDT-25SEP26,MASKUSDT,0.0047,-4.13,-3.37,159767.64959,24
1294,BTCUSDT-25SEP26,GASUSDT,0.0155,-3.76,-3.37,46144.76299,24
3044,KNCUSDT,MOVEUSDT,0.0417,-3.41,-3.37,6.30551,24
3040,KNCUSDT,INJUSDT,0.0203,-3.66,-3.37,0.0437,24
2449,GIGAUSDT,HPOS10IUSDT,0.0042,-4.16,-3.37,0.1029,24
